Symbol,Name,Sector,Industry
BNFT,"Benefitfocus, Inc.",Technology,Computer Software: Prepackaged Software
BGSF,BG Staffing Inc,Technology,Professional Services
BILI,Bilibili Inc.,Technology,EDP Services
BILL,"Bill.com Holdings, Inc.",Technology,Computer Software: Prepackaged Software
BKYI,"BIO-key International, Inc.",Technology,Computer Communications Equipment
BITA,Bitauto Holdings Limited,Technology,EDP Services
BKTI,BK Technologies Corporation,Technology,Radio And Television Broadcasting And Communications Equipment
BKI,"Black Knight, Inc.",Technology,Computer Software: Prepackaged Software
BLKB,"Blackbaud, Inc.",Technology,Computer Software: Prepackaged Software
BB,BlackBerry Limited,Technology,Computer Software: Prepackaged Software
BL,"BlackLine, Inc.",Technology,Computer Software: Prepackaged Software
BDR,"Blonder Tongue Laboratories, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
BRQS,"Borqs Technologies, Inc. ",Technology,EDP Services
EPAY,"Bottomline Technologies, Inc.",Technology,Computer Software: Prepackaged Software
BOX,"Box, Inc.",Technology,Computer Software: Prepackaged Software
BLIN          ,"Bridgeline Digital, Inc.",Technology,Computer Software: Prepackaged Software
BCOV,Brightcove Inc.,Technology,EDP Services
AVGO,Broadcom Inc.,Technology,Semiconductors
AVGOP,Broadcom Inc.,Technology,Semiconductors
BVSN,"BroadVision, Inc.",Technology,Computer Software: Prepackaged Software
BRKS,"Brooks Automation, Inc.",Technology,Industrial Machinery/Components
CCMP,Cabot Microelectronics Corporation,Technology,Semiconductors
CACI,"CACI International, Inc.",Technology,EDP Services
CDNS,"Cadence Design Systems, Inc.",Technology,Computer Software: Prepackaged Software
CAI,"CAI International, Inc.",Technology,Diversified Commercial Services
CAMP,CalAmp Corp.,Technology,Radio And Television Broadcasting And Communications Equipment
CMBM,Cambium Networks Corporation,Technology,Radio And Television Broadcasting And Communications Equipment
CAN,Canaan Inc.,Technology,Semiconductors
CSIQ,Canadian Solar Inc.,Technology,Semiconductors
CANG,Cango Inc.,Technology,Computer Software: Prepackaged Software
CDLX,"Cardlytics, Inc.",Technology,"Computer Software: Programming, Data Processing"
CARG,"CarGurus, Inc.",Technology,EDP Services
CARS,Cars.com Inc.,Technology,EDP Services
CASA,"Casa Systems, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
CSLT,"Castlight Health, inc.",Technology,EDP Services
CLS,"Celestica, Inc.",Technology,Electrical Products
CRNT,Ceragon Networks Ltd.,Technology,Radio And Television Broadcasting And Communications Equipment
CRNC,Cerence Inc.,Technology,Computer Software: Prepackaged Software
CDAY,Ceridian HCM Holding Inc.,Technology,Computer Software: Prepackaged Software
CERN,Cerner Corporation,Technology,EDP Services
CEVA,"CEVA, Inc.",Technology,Semiconductors
CHNG,Change Healthcare Inc.,Technology,EDP Services
CHNGU,Change Healthcare Inc.,Technology,EDP Services
CYOU,Changyou.com Limited,Technology,Computer Software: Prepackaged Software
ECOM          ,ChannelAdvisor Corporation,Technology,Computer Software: Prepackaged Software
CTAC,ChaSerg Technology Acquisition Corp.,Technology,Computer Software: Prepackaged Software
CTACU,ChaSerg Technology Acquisition Corp.,Technology,Computer Software: Prepackaged Software
CTACW,ChaSerg Technology Acquisition Corp.,Technology,Computer Software: Prepackaged Software
CHKP,Check Point Software Technologies Ltd.,Technology,Computer Software: Prepackaged Software
CMCM,Cheetah Mobile Inc.,Technology,Computer Software: Prepackaged Software
CVR,Chicago Rivet & Machine Co.,Technology,Industrial Machinery/Components
CIH,China Index Holdings Limited,Technology,EDP Services
CNET,"ChinaNet Online Holdings, Inc.",Technology,"Computer Software: Programming, Data Processing"
IMOS,ChipMOS TECHNOLOGIES INC.,Technology,Semiconductors
CRUS,"Cirrus Logic, Inc.",Technology,Semiconductors
CSCO,"Cisco Systems, Inc.",Technology,Computer Communications Equipment
CTXS,"Citrix Systems, Inc.",Technology,Computer Software: Prepackaged Software
CCC,Clarivate Analytics Plc,Technology,EDP Services
CLDR,"Cloudera, Inc.",Technology,Computer Software: Prepackaged Software
NET,"Cloudflare, Inc.",Technology,Computer Software: Prepackaged Software
CLPS,CLPS Incorporation,Technology,Computer Software: Prepackaged Software
CTSH,Cognizant Technology Solutions Corporation,Technology,EDP Services
COMM,"CommScope Holding Company, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
CVLT,"Commvault Systems, Inc.",Technology,Computer Software: Prepackaged Software
CPSI,"Computer Programs and Systems, Inc.",Technology,EDP Services
CTG,"Computer Task Group, Incorporated",Technology,EDP Services
CMTL,Comtech Telecommunications Corp.,Technology,Radio And Television Broadcasting And Communications Equipment
CTK,CooTek (Cayman) Inc.,Technology,EDP Services
CLGX,"CoreLogic, Inc.",Technology,EDP Services
CSOD,"Cornerstone OnDemand, Inc.",Technology,Computer Software: Prepackaged Software
CPAH,CounterPath Corporation,Technology,Computer Software: Prepackaged Software
COUP,Coupa Software Incorporated,Technology,Computer Software: Prepackaged Software
CREX,"Creative Realities, Inc.",Technology,EDP Services
CREXW,"Creative Realities, Inc.",Technology,EDP Services
CREE,"Cree, Inc.",Technology,Semiconductors
CRTO,Criteo S.A.,Technology,Advertising
CCRN,"Cross Country Healthcare, Inc.",Technology,Professional Services
CRWD,"CrowdStrike Holdings, Inc.",Technology,Computer Software: Prepackaged Software
CSGS,"CSG Systems International, Inc.",Technology,EDP Services
CSPI,CSP Inc.,Technology,EDP Services
CTS,CTS Corporation,Technology,Electrical Products
CUI,"CUI Global, Inc.",Technology,Electronic Components
CW,Curtiss-Wright Corporation,Technology,Industrial Machinery/Components
CVV,CVD Equipment Corporation,Technology,Industrial Machinery/Components
CYBR,CyberArk Software Ltd.,Technology,Computer Software: Prepackaged Software
CY,Cypress Semiconductor Corporation,Technology,Semiconductors
CYRN,CYREN Ltd.,Technology,Computer Software: Prepackaged Software
DQ,DAQO New Energy Corp.,Technology,Semiconductors
DDOG,"Datadog, Inc.",Technology,Computer Software: Prepackaged Software
DTSS,Datasea Inc.,Technology,Computer Software: Prepackaged Software
DELL,Dell Technologies Inc.,Technology,Computer Manufacturing
DGII,Digi International Inc.,Technology,Computer Communications Equipment
DMRC,Digimarc Corporation,Technology,EDP Services
DGLY,"Digital Ally, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
DIOD,Diodes Incorporated,Technology,Semiconductors
DRTT,DIRTT Environmental Solutions Ltd.,Technology,Computer Software: Prepackaged Software
DLHC,DLH Holdings Corp.,Technology,Professional Services
DOCU,"DocuSign, Inc.",Technology,Computer Software: Prepackaged Software
DOMO,"Domo, Inc.",Technology,Computer Software: Prepackaged Software
DOYU,DouYu International Holdings Limited,Technology,"Computer Software: Programming, Data Processing"
DOV,Dover Corporation,Technology,Industrial Machinery/Components
DBX,"Dropbox, Inc.",Technology,Computer Software: Prepackaged Software
DSPG,"DSP Group, Inc.",Technology,Semiconductors
DXC,DXC Technology Company,Technology,EDP Services
DT,"Dynatrace, Inc.",Technology,Computer Software: Prepackaged Software
ETN,"Eaton Corporation, PLC",Technology,Industrial Machinery/Components
EBIX,"Ebix, Inc.",Technology,EDP Services
SATS,EchoStar Corporation,Technology,Radio And Television Broadcasting And Communications Equipment
EGAN,eGain Corporation,Technology,Computer Software: Prepackaged Software
ESTC,Elastic N.V.,Technology,Computer Software: Prepackaged Software
EA,Electronic Arts Inc.,Technology,Computer Software: Prepackaged Software
ELTK,Eltek Ltd.,Technology,Electrical Products
EMAN,eMagin Corporation,Technology,Semiconductors
EMKR,EMCORE Corporation,Technology,Semiconductors
DAVA,Endava plc,Technology,EDP Services
EIGI,"Endurance International Group Holdings, Inc.",Technology,Computer Software: Prepackaged Software
WATT,Energous Corporation,Technology,Radio And Television Broadcasting And Communications Equipment
ERII,"Energy Recovery, Inc.",Technology,Industrial Machinery/Components
EPAC,Enerpac Tool Group Corp.,Technology,Industrial Machinery/Components
ENPH,"Enphase Energy, Inc.",Technology,Semiconductors
EVSI,"Envision Solar International, Inc.",Technology,Semiconductors
EVSIW,"Envision Solar International, Inc.",Technology,Semiconductors
EPAM,"EPAM Systems, Inc.",Technology,EDP Services
PLUS,ePlus inc.,Technology,Retail: Computer Software & Peripheral Equipment
ERIC,Ericsson,Technology,Radio And Television Broadcasting And Communications Equipment
EB,"Eventbrite, Inc.",Technology,"Computer Software: Programming, Data Processing"
EVBG,"Everbridge, Inc.",Technology,Computer Software: Prepackaged Software
EVER,"EverQuote, Inc.",Technology,"Computer Software: Programming, Data Processing"
MRAM,"Everspin Technologies, Inc.",Technology,Semiconductors
EVTC,"Evertec, Inc.",Technology,EDP Services
EVOL,"Evolving Systems, Inc.",Technology,EDP Services
AQUA,Evoqua Water Technologies Corp.,Technology,Industrial Machinery/Components
EXTN,Exterran Corporation,Technology,Diversified Commercial Services
EXTR,"Extreme Networks, Inc.",Technology,Computer Communications Equipment
FFIV,"F5 Networks, Inc.",Technology,Computer Communications Equipment
FB,"Facebook, Inc.",Technology,"Computer Software: Programming, Data Processing"
FDS,FactSet Research Systems Inc.,Technology,"Computer Software: Programming, Data Processing"
SFUN,Fang Holdings Limited,Technology,EDP Services
FSLY,"Fastly, Inc.",Technology,Computer Software: Prepackaged Software
FEYE,"FireEye, Inc.",Technology,Computer peripheral equipment
FSLR,"First Solar, Inc.",Technology,Semiconductors
FISV,"Fiserv, Inc.",Technology,EDP Services
FIT,"Fitbit, Inc.",Technology,Computer Manufacturing
FIVN,"Five9, Inc.",Technology,EDP Services
FLEX,Flex Ltd.,Technology,Electrical Products
FPAY,"FlexShopper, Inc.",Technology,Diversified Commercial Services
FPAYW,"FlexShopper, Inc.",Technology,Diversified Commercial Services
FSCT,"ForeScout Technologies, Inc.",Technology,Computer peripheral equipment
FRSX,Foresight Autonomous Holdings Ltd.,Technology,Computer Software: Prepackaged Software
FORM,"FormFactor, Inc.",Technology,Semiconductors
FORTY,Formula Systems (1985) Ltd.,Technology,EDP Services
FTNT,"Fortinet, Inc.",Technology,Computer peripheral equipment
FTEO,"FRONTEO, Inc.",Technology,EDP Services
GDI,"Gardner Denver Holdings, Inc.",Technology,Industrial Machinery/Components
GTES,Gates Industrial Corporation plc,Technology,Industrial Machinery/Components
GDS,GDS Holdings Limited,Technology,"Computer Software: Programming, Data Processing"
JOB,GEE Group Inc.,Technology,Diversified Commercial Services
GFN,General Finance Corporation,Technology,Diversified Commercial Services
GFNCP,General Finance Corporation,Technology,Diversified Commercial Services
GFNSL,General Finance Corporation,Technology,Diversified Commercial Services
GIGM,GigaMedia Limited,Technology,"Computer Software: Programming, Data Processing"
GILT,Gilat Satellite Networks Ltd.,Technology,Radio And Television Broadcasting And Communications Equipment
GSB,"GlobalSCAPE, Inc.",Technology,Computer Software: Prepackaged Software
GLOB,Globant S.A.,Technology,EDP Services
GLUU,Glu Mobile Inc.,Technology,EDP Services
GDDY,GoDaddy Inc.,Technology,EDP Services
GHM,Graham Corporation,Technology,Industrial Machinery/Components
GEC,"Great Elm Capital Group, Inc. ",Technology,Computer Software: Prepackaged Software
GTEC,Greenland Technologies Holding Corporation,Technology,Industrial Machinery/Components
GRNQ,Greenpro Capital Corp.,Technology,EDP Services
GSUM,Gridsum Holding Inc.,Technology,Computer Software: Prepackaged Software
GRPN,"Groupon, Inc.",Technology,Advertising
GVP,"GSE Systems, Inc.",Technology,Computer Software: Prepackaged Software
GSIT,"GSI Technology, Inc.",Technology,Semiconductors
GTYH,"GTY Technology Holdings, Inc.",Technology,EDP Services
GWRE,"Guidewire Software, Inc.",Technology,Computer Software: Prepackaged Software
HLIT,Harmonic Inc.,Technology,Radio And Television Broadcasting And Communications Equipment
HHS,"Harte-Hanks, Inc.",Technology,Advertising
HHR,HeadHunter Group PLC,Technology,Professional Services
HCAT,"Health Catalyst, Inc",Technology,"Computer Software: Programming, Data Processing"
HSTM,"HealthStream, Inc.",Technology,"Computer Software: Programming, Data Processing"
HSII,"Heidrick & Struggles International, Inc.",Technology,Diversified Commercial Services
HPE,Hewlett Packard Enterprise Company,Technology,Retail: Computer Software & Peripheral Equipment
HIMX,"Himax Technologies, Inc.",Technology,Semiconductors
HQI,"HireQuest, Inc.",Technology,Professional Services
HPQ,HP Inc.,Technology,Computer Manufacturing
HMI,Huami Corporation,Technology,Computer Manufacturing
HUBS,"HubSpot, Inc.",Technology,Computer Software: Prepackaged Software
HSON,"Hudson Global, Inc.",Technology,Professional Services
HUYA,HUYA Inc.,Technology,"Computer Software: Programming, Data Processing"
ICHR,Ichor Holdings,Technology,Semiconductors
ICLK,iClick Interactive Asia Group Limited,Technology,Computer Software: Prepackaged Software
INVE,"Identiv, Inc.",Technology,Computer peripheral equipment
IEC,IEC Electronics Corp.,Technology,Electrical Products
INFO,IHS Markit Ltd.,Technology,"Computer Software: Programming, Data Processing"
INFO,IHS Markit Ltd.,Technology,"Computer Software: Programming, Data Processing"
ITW,Illinois Tool Works Inc.,Technology,Industrial Machinery/Components
IMMR,Immersion Corporation,Technology,Computer peripheral equipment
IGC,India Globalization Capital Inc.,Technology,Electronic Components
INFY,Infosys Limited,Technology,EDP Services
INOD,Innodata Inc.,Technology,EDP Services
ISSC,"Innovative Solutions and Support, Inc.",Technology,EDP Services
INOV,"Inovalon Holdings, Inc.",Technology,EDP Services
IPHI,Inphi Corporation,Technology,Semiconductors
INPX,Inpixon ,Technology,EDP Services
NSP,"Insperity, Inc.",Technology,Professional Services
INSE,"Inspired Entertainment, Inc.",Technology,Computer Software: Prepackaged Software
INST,"Instructure, Inc.",Technology,Computer Software: Prepackaged Software
INTC,Intel Corporation,Technology,Semiconductors
IDN,"Intellicheck, Inc.",Technology,Computer Software: Prepackaged Software
INS,Intelligent Systems Corporation,Technology,Computer Software: Prepackaged Software
INAP,Internap Corporation,Technology,"Computer Software: Programming, Data Processing"
IBM,International Business Machines Corporation,Technology,Computer Manufacturing
IPG,"Interpublic Group of Companies, Inc. (The)",Technology,Advertising
INXN,InterXion Holding N.V.,Technology,"Computer Software: Programming, Data Processing"
IVAC,"Intevac, Inc.",Technology,Industrial Machinery/Components
INTU,Intuit Inc.,Technology,Computer Software: Prepackaged Software
IPGP,IPG Photonics Corporation,Technology,Semiconductors
ITRN,Ituran Location and Control Ltd.,Technology,Electronic Components
JCOM,"j2 Global, Inc.",Technology,Telecommunications Equipment
JBL,Jabil Inc.,Technology,Electrical Products
JKHY,"Jack Henry & Associates, Inc.",Technology,EDP Services
JT,Jianpu Technology Inc.,Technology,"Computer Software: Programming, Data Processing"
JKS,JinkoSolar Holding Company Limited,Technology,Semiconductors
JMU,JMU Limited,Technology,EDP Services
JBT,John Bean Technologies Corporation,Technology,Industrial Machinery/Components
YY,JOYY Inc.,Technology,EDP Services
JNPR,"Juniper Networks, Inc.",Technology,Computer Communications Equipment
KAI,Kadant Inc,Technology,Industrial Machinery/Components
KLR,"Kaleyra, Inc.",Technology,EDP Services
KELYA,"Kelly Services, Inc.",Technology,Professional Services
KELYB,"Kelly Services, Inc.",Technology,Professional Services
KTCC,Key Tronic Corporation,Technology,Computer peripheral equipment
KFRC,"Kforce, Inc.",Technology,Professional Services
KE,"Kimball Electronics, Inc.",Technology,Electrical Products
KOPN,Kopin Corporation,Technology,Semiconductors
KFY,Korn Ferry ,Technology,Diversified Commercial Services
KLIC,"Kulicke and Soffa Industries, Inc.",Technology,Semiconductors
KVHI,"KVH Industries, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
LRCX,Lam Research Corporation,Technology,Industrial Machinery/Components
LTRX,"Lantronix, Inc.",Technology,Computer Communications Equipment
LSCC,Lattice Semiconductor Corporation,Technology,Semiconductors
LEAF,Leaf Group Ltd.,Technology,EDP Services
LGC,Legacy Acquisition Corp.,Technology,Advertising
LDOS,"Leidos Holdings, Inc.",Technology,EDP Services
LTRPA,"Liberty TripAdvisor Holdings, Inc.",Technology,EDP Services
LTRPB,"Liberty TripAdvisor Holdings, Inc.",Technology,EDP Services
LPTH,"LightPath Technologies, Inc.",Technology,Semiconductors
LECO,"Lincoln Electric Holdings, Inc.",Technology,Industrial Machinery/Components
LN,LINE Corporation,Technology,"Computer Software: Programming, Data Processing"
LINX,Linx S.A.,Technology,Computer Software: Prepackaged Software
LIQT,"LiqTech International, Inc.",Technology,Industrial Machinery/Components
YVR,Liquid Media Group Ltd.,Technology,Computer Software: Prepackaged Software
LPSN,"LivePerson, Inc.",Technology,Computer Software: Prepackaged Software
RAMP,"LiveRamp Holdings, Inc.",Technology,EDP Services
LVGO,"Livongo Health, Inc.",Technology,"Computer Software: Programming, Data Processing"
LIZI,LIZHI INC.,Technology,"Computer Software: Programming, Data Processing"
LOGI,Logitech International S.A.,Technology,Computer peripheral equipment
LOGM,"LogMein, Inc.",Technology,Computer Software: Prepackaged Software
LORL,"Loral Space and Communications, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
LKCO,Luokung Technology Corp,Technology,EDP Services
MTSI,"MACOM Technology Solutions Holdings, Inc.",Technology,Semiconductors
MGIC,Magic Software Enterprises Ltd.,Technology,Computer Software: Prepackaged Software
MX,MagnaChip Semiconductor Corporation,Technology,Semiconductors
MJCO,Majesco,Technology,Computer Software: Prepackaged Software
MANH,"Manhattan Associates, Inc.",Technology,Computer Software: Prepackaged Software
MNTX,"Manitex International, Inc.",Technology,Industrial Machinery/Components
MAN,ManpowerGroup,Technology,Professional Services
MRIN,Marin Software Incorporated,Technology,EDP Services
MRVL,Marvell Technology Group Ltd.,Technology,Semiconductors
MTCH,"Match Group, Inc.",Technology,"Computer Software: Programming, Data Processing"
MTLS,Materialise NV,Technology,Computer Software: Prepackaged Software
MAXR,Maxar Technologies Inc.,Technology,Radio And Television Broadcasting And Communications Equipment
MXIM,"Maxim Integrated Products, Inc.",Technology,Semiconductors
MXL,"MaxLinear, Inc",Technology,Semiconductors
MGRC,McGrath RentCorp,Technology,Diversified Commercial Services
MDCA,MDC Partners Inc.,Technology,Advertising
MDLA,"Medallia, Inc.",Technology,"Computer Software: Programming, Data Processing"
MLNX,"Mellanox Technologies, Ltd.",Technology,Semiconductors
MFGP,Micro Focus Intl PLC,Technology,Computer Software: Prepackaged Software
MCHP,Microchip Technology Incorporated,Technology,Semiconductors
MU,"Micron Technology, Inc.",Technology,Semiconductors
MSFT,Microsoft Corporation,Technology,Computer Software: Prepackaged Software
MSTR,MicroStrategy Incorporated,Technology,Computer Software: Prepackaged Software
MIME,Mimecast Limited,Technology,Computer Software: Prepackaged Software
MNDO,MIND C.T.I. Ltd.,Technology,EDP Services
MIND,"Mitcham Industries, Inc.",Technology,Diversified Commercial Services
MINDP,"Mitcham Industries, Inc.",Technology,Diversified Commercial Services
MITK,"Mitek Systems, Inc.",Technology,Computer peripheral equipment
MIXT,MiX Telematics Limited,Technology,Computer Software: Prepackaged Software
MOBL,"MobileIron, Inc.",Technology,Computer Software: Prepackaged Software
MODN,"Model N, Inc.",Technology,"Computer Software: Programming, Data Processing"
MOMO,Momo Inc.,Technology,Computer Software: Prepackaged Software
MDB,"MongoDB, Inc.",Technology,Computer Software: Prepackaged Software
MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors
MOSY,"MoSys, Inc.",Technology,Semiconductors
MSI,"Motorola Solutions, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
MOXC,"Moxian, Inc.",Technology,"Computer Software: Programming, Data Processing"
MTBC,"MTBC, Inc.",Technology,Computer Software: Prepackaged Software
MTBCP,"MTBC, Inc.",Technology,Computer Software: Prepackaged Software
MYSZ,"My Size, Inc.",Technology,Computer Software: Prepackaged Software
NNDM,Nano Dimension Ltd.,Technology,Electrical Products
NH,"NantHealth, Inc.",Technology,EDP Services
NATI,National Instruments Corporation,Technology,Computer Software: Prepackaged Software
NPTN,NeoPhotonics Corporation,Technology,Semiconductors
NSCO,"Nesco Holdings, Inc.",Technology,Diversified Commercial Services
NETE,"Net Element, Inc.",Technology,EDP Services
NTAP,"NetApp, Inc.",Technology,Electronic Components
NTCT,"NetScout Systems, Inc.",Technology,EDP Services
NTWK,NetSol Technologies Inc.,Technology,Computer Software: Prepackaged Software
NEWR,"New Relic, Inc.",Technology,Computer Software: Prepackaged Software
NWGI,"Newgioco Group, Inc.",Technology,Computer Software: Prepackaged Software
NXGN,"NextGen Healthcare, Inc.",Technology,EDP Services
NICE,NICE Ltd,Technology,Computer Manufacturing
LASR,"nLIGHT, Inc.",Technology,Semiconductors
NOK,Nokia Corporation,Technology,Radio And Television Broadcasting And Communications Equipment
NLOK,NortonLifeLock Inc.,Technology,Computer Software: Prepackaged Software
NUAN,"Nuance Communications, Inc.",Technology,Computer Software: Prepackaged Software
NTNX,"Nutanix, Inc.",Technology,Computer Software: Prepackaged Software
NVEC,NVE Corporation,Technology,Semiconductors
NVT,nVent Electric plc,Technology,Industrial Machinery/Components
NVDA,NVIDIA Corporation,Technology,Semiconductors
NXPI,NXP Semiconductors N.V.,Technology,Semiconductors
OIIM,O2Micro International Limited,Technology,Semiconductors
OKTA,"Okta, Inc.",Technology,Computer Software: Prepackaged Software
OMCL,"Omnicell, Inc.",Technology,Computer Manufacturing
OMC,Omnicom Group Inc.,Technology,Advertising
ON,ON Semiconductor Corporation,Technology,Semiconductors
OSS,"One Stop Systems, Inc.",Technology,Computer Manufacturing
OCFT,"OneConnect Financial Technology Co., Ltd.",Technology,"Computer Software: Programming, Data Processing"
OSPN,OneSpan Inc.,Technology,EDP Services
OOMA,"Ooma, Inc.",Technology,EDP Services
OTEX,Open Text Corporation,Technology,EDP Services
ORCL,Oracle Corporation,Technology,Computer Software: Prepackaged Software
OSIS,"OSI Systems, Inc.",Technology,Semiconductors
PFIN,"P & F Industries, Inc.",Technology,Industrial Machinery/Components
PD,"PagerDuty, Inc.",Technology,Computer Software: Prepackaged Software
PAGS,PagSeguro Digital Ltd.,Technology,EDP Services
PANW,"Palo Alto Networks, Inc.",Technology,Computer peripheral equipment
TEUM,Pareteum Corporation,Technology,EDP Services
PCYG,"Park City Group, Inc.",Technology,EDP Services
PSN,Parsons Corporation,Technology,EDP Services
PAYC,"Paycom Software, Inc.",Technology,Computer Software: Prepackaged Software
PCTY,Paylocity Holding Corporation,Technology,Computer Software: Prepackaged Software
PCTI,"PC-Tel, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
PDFS,"PDF Solutions, Inc.",Technology,Computer Software: Prepackaged Software
PEGA,Pegasystems Inc.,Technology,EDP Services
PNR,Pentair plc.,Technology,Industrial Machinery/Components
PRFT,"Perficient, Inc.",Technology,EDP Services
PERI,Perion Network Ltd,Technology,EDP Services
PRSP,Perspecta Inc.,Technology,EDP Services
PLAB,"Photronics, Inc.",Technology,Semiconductors
PHUN,"Phunware, Inc.",Technology,EDP Services
PHUNW,"Phunware, Inc.",Technology,EDP Services
