"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"TGEN","Tecogen Inc.","2.08","51673982.88","n/a","2014","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/tgen",
"TDY","Teledyne Technologies Incorporated","384.24","14013292741.44","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/tdy",
"TNAV","Telenav, Inc.","6.03","290350530","n/a","2010","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/tnav",
"TEN","Tenneco Inc.","9.78","791474294.76","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/ten",
"TER","Teradyne, Inc.","69.45","11638269112.05","n/a","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/ter",
"TEX","Terex Corporation","25.56","1822428000","n/a","n/a","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/tex",
"TSLA","Tesla, Inc. ","748.07","134835770924.06","n/a","2010","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/tsla",
"TXT","Textron Inc.","50.75","11584334613.25","n/a","n/a","Capital Goods","Aerospace","https://old.nasdaq.com/symbol/txt",
"XONE","The ExOne Company","6.95","114073637.35","n/a","2013","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/xone",
"TMO","Thermo Fisher Scientific Inc","326.21","130807348159.67","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/tmo",
"THMO","ThermoGenesis Holdings, Inc.","4.77","13563976.77","n/a","n/a","Capital Goods","Medical Specialities","https://old.nasdaq.com/symbol/thmo",
"TKR","Timken Company (The)","53.31","4015532515.59","n/a","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/tkr",
"TOL","Toll Brothers, Inc.","47.96","6292702971.28","n/a","n/a","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/tol",
"TTC","Toro Company (The)","81.6","8772986054.4","n/a","n/a","Capital Goods","Tools/Hardware","https://old.nasdaq.com/symbol/ttc",
"TBLT","ToughBuilt Industries, Inc.","0.15","12219124.95","n/a","2018","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/tblt",
"TBLTW","ToughBuilt Industries, Inc.","0.0689","0","n/a","2018","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/tbltw",
"TM","Toyota Motor Corp Ltd Ord","142.34","201018563146.06","n/a","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/tm",
"TRNS","Transcat, Inc.","32.29","238311114.02","n/a","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/trns",
"TDG","Transdigm Group Incorporated","634.54","34054454647.6","n/a","2006","Capital Goods","Military/Government/Technical","https://old.nasdaq.com/symbol/tdg",
"TG","Tredegar Corporation","20.68","689680647.04","n/a","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/tg",
"TPH","TRI Pointe Group, Inc.","16.88","2350332325.36","n/a","2013","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/tph",
"TRS","TriMas Corporation","28.44","1281280046.04","n/a","2007","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/trs",
"TRMB","Trimble Inc.","43.39","10809911329.78","n/a","1990","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/trmb",
"TRN","Trinity Industries, Inc.","21.03","2580067169.31","n/a","n/a","Capital Goods","Railroads","https://old.nasdaq.com/symbol/trn",
"TGI","Triumph Group, Inc.","23.03","1194086638.43","n/a","1996","Capital Goods","Aerospace","https://old.nasdaq.com/symbol/tgi",
"HEAR","Turtle Beach Corporation","7.93","115121625.97","n/a","n/a","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/hear",
"USCR","U S Concrete, Inc.","38.46","642225809.94","n/a","n/a","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/uscr",
"UFAB","Unique Fabricating, Inc.","4.06","39703336.82","n/a","2015","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/ufab",
"UAMY","United States Antimony Corporation","0.42","29257803.12","n/a","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/uamy",
"UTX","United Technologies Corporation","156.83","135706407490.23","n/a","n/a","Capital Goods","Aerospace","https://old.nasdaq.com/symbol/utx",
"OLED","Universal Display Corporation","177.19","8347533592.84","n/a","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/oled",
"UTSI","UTStarcom Holdings Corp","2.7","96164104.5","n/a","2000","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/utsi",
"VMI","Valmont Industries, Inc.","145.23","3126160709.55","n/a","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/vmi",
"VREX","Varex Imaging Corporation","27.26","1049355953.74","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/vrex",
"VEDL","Vedanta  Limited","8.07","30666000","n/a","2013","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/vedl",
"VNE","Veoneer, Inc.","14.58","1624198659.3","n/a","2018","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/vne",
"VICR","Vicor Corporation","52.99","2141011033.42","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/vicr",
"VSH","Vishay Intertechnology, Inc.","20.57","2971249406.62","n/a","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/vsh",
"VPG","Vishay Precision Group, Inc.","33.65","455045349.45","n/a","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/vpg",
"VISL","Vislink Technologies, Inc.","0.2602","5176888.9814","n/a","2013","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/visl",
"VSTO","Vista Outdoor Inc.","9.64","557932014.6","n/a","2015","Capital Goods","Ordnance And Accessories","https://old.nasdaq.com/symbol/vsto",
"VC","Visteon Corporation","80.25","2244218214","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/vc",
"VSLR","Vivint Solar, Inc.","9.16","1118324944.16","n/a","2014","Capital Goods","Building Products","https://old.nasdaq.com/symbol/vslr",
"VCRA","Vocera Communications, Inc.","24.19","761642034.18","n/a","2012","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/vcra",
"VJET","voxeljet AG","1.775","42919500","n/a","2013","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/vjet",
"WNC","Wabash National Corporation","11.75","635587274.5","n/a","1991","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/wnc",
"WBC","Wabco Holdings Inc.","135.95","6968074561.7","n/a","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/wbc",
"WAT","Waters Corporation","217.36","14005456184.72","n/a","1995","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/wat",
"WTS","Watts Water Technologies, Inc.","100.23","3395927309.58","n/a","1986","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/wts",
"WAB","Westinghouse Air Brake Technologies Corporation","77.43","14841974581.26","n/a","n/a","Capital Goods","Railroads","https://old.nasdaq.com/symbol/wab",
"WTT","Wireless Telecom Group,  Inc.","1.34","28542337.68","n/a","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/wtt",
"WKHS","Workhorse Group, Inc.","3.04","203250168.32","n/a","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/wkhs",
"WOR","Worthington Industries, Inc.","38.3","2147368704.4","n/a","n/a","Capital Goods","Steel/Iron Ore","https://old.nasdaq.com/symbol/wor",
"WRTC","Wrap Technologies, Inc.","6.93","205606170","n/a","n/a","Capital Goods","Ordnance And Accessories","https://old.nasdaq.com/symbol/wrtc",
"XPEL","XPEL, Inc.","16.61","458786421.17","n/a","n/a","Capital Goods","Industrial Specialties","https://old.nasdaq.com/symbol/xpel",
"XYL","Xylem Inc.","84.2","15172840000","n/a","2011","Capital Goods","Fluid Controls","https://old.nasdaq.com/symbol/xyl",
"ZKIN","ZK International Group Co., Ltd","1.2602","20866438.2274","n/a","2017","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/zkin",
